13	30	303.15	0.05	26.346	40.046	40.046	0.7	50	88.007869
13	30	303.15	0.05	28.346	32.046	32.046	0.7	50	3.57871
13	30	303.15	0.05	27.346	44.046	44.046	0.7	50	639.610184
13	30	303.15	0.05	26.346	34.046	34.046	0.7	50	5.716739
13	30	303.15	0.05	30.346	32.046	32.046	0.7	50	239.940942
13	30	303.15	0.05	28.346	36.046	36.046	0.7	50	520.199776
13	30	303.15	0.05	26.346	38.046	38.046	0.7	50	5.525984
13	30	303.15	0.05	28.346	42.046	42.046	0.7	50	639.085359
13	30	303.15	0.05	29.346	34.046	34.046	0.7	50	420.81311
13	30	303.15	0.05	26.346	30.046	30.046	0.7	50	1.88417
13	30	303.15	0.05	29.346	42.046	42.046	0.7	50	639.675722
13	30	303.15	0.05	30.346	40.046	40.046	0.7	50	639.832937
13	30	303.15	0.05	28.346	44.046	44.046	0.7	50	639.980111
13	30	303.15	0.05	30.346	44.046	44.046	0.7	50	634.12147
13	30	303.15	0.05	30.346	42.046	42.046	0.7	50	639.419236
13	30	303.15	0.05	28.346	40.046	40.046	0.7	50	637.524066
13	30	303.15	0.05	26.346	32.046	32.046	0.7	50	2.598388
13	30	303.15	0.05	29.346	44.046	44.046	0.7	50	628.360134
13	30	303.15	0.05	29.346	38.046	38.046	0.7	50	628.45869
13	30	303.15	0.05	26.346	36.046	36.046	0.7	50	22.556781
13	30	303.15	0.05	30.346	36.046	36.046	0.7	50	623.685807
13	30	303.15	0.05	29.346	40.046	40.046	0.7	50	638.79512
13	30	303.15	0.05	30.346	38.046	38.046	0.7	50	636.345256
13	30	303.15	0.05	27.346	34.046	34.046	0.7	50	8.442997
13	30	303.15	0.05	25.946	35.046	35.046	0.7	50	9.148799
13	30	303.15	0.05	27.346	32.046	32.046	0.7	50	2.933441
13	30	303.15	0.05	27.346	40.046	40.046	0.7	50	550.227751
13	30	303.15	0.05	28.346	38.046	38.046	0.7	50	622.46222
13	30	303.15	0.05	27.346	30.046	30.046	0.7	50	1.995711
13	30	303.15	0.05	28.346	30.046	30.046	0.7	50	2.195873
13	30	303.15	0.05	30.346	34.046	34.046	0.7	50	557.251892
13	30	303.15	0.05	28.346	34.046	34.046	0.7	50	26.079644
#13	30	303.15	0.05	27.346	38.046	38.046	0.7	50	156.260166
#13	30	303.15	0.05	27.946	38.046	38.046	0.7	50	604.530808
13	30	303.15	0.05	27.346	38.046	38.046	0.7	50	156.260166
13	30	303.15	0.05	27.346	36.046	36.046	0.7	50	41.972759
13	30	303.15	0.05	26.946	35.546	35.546	0.7	50	20.144709
13	30	303.15	0.05	26.346	42.046	42.046	0.7	50	291.55386
13	30	303.15	0.05	29.346	36.046	36.046	0.7	50	570.0
13	30	303.15	0.05	26.346	44.046	44.046	0.7	50	398.673743
13	30	303.15	0.05	25.946	35.546	35.546	0.7	50	11.733174
13	30	303.15	0.05	27.346	42.046	42.046	0.7	50	639.248618
