13	30	303.15	0.05	27.346	36.046	36.046	0.7	50	1.75641	3.708848	8.37059	41.972759	0.00618140625
13	30	303.15	0.05	26.346	36.046	36.046	0.7	50	1.83231	2.134561	5.819446	22.556781	0.009488125
13	30	303.15	0.05	26.346	40.046	40.046	0.7	50	3.438351	5.478622	43.009371	88.007869	0.0001109375
13	30	303.15	0.05	28.346	32.046	32.046	0.7	50	1.423903	1.762496	1.857421	3.57871	0.04036609375
13	30	303.15	0.05	27.346	44.046	44.046	0.7	50	15.100182	17.828619	535.466667	639.610184	1.53125e-05
13	30	303.15	0.05	30.346	32.046	32.046	0.7	50	1.331936	6.294819	3.671226	239.940942	0.0181365625
13	30	303.15	0.05	26.346	38.046	38.046	0.7	50	1.436752	1.948939	2.102315	5.525984	0.00347075
13	30	303.15	0.05	28.346	42.046	42.046	0.7	50	5.989405	8.222625	438.907104	639.085359	3.59375e-05
13	30	303.15	0.05	29.346	34.046	34.046	0.7	50	1.336944	6.807889	7.43807	420.81311	0.00846671875
13	30	303.15	0.05	26.346	30.046	30.046	0.7	50	1.407497	1.564278	1.382867	1.88417	0.04589984375
13	30	303.15	0.05	29.346	42.046	42.046	0.7	50	7.104505	7.493393	600.523364	639.675722	5e-06
13	30	303.15	0.05	30.346	40.046	40.046	0.7	50	6.963844	7.456642	590.588235	639.832937	6.5625e-06
13	30	303.15	0.05	28.346	44.046	44.046	0.7	50	7.987679	8.057221	633.688363	639.980111	7.8125e-07
13	30	303.15	0.05	30.346	44.046	44.046	0.7	50	7.108541	7.314024	603.909774	634.12147	0
13	30	303.15	0.05	30.346	42.046	42.046	0.7	50	5.945735	7.359765	495.802469	639.419236	2.28125e-05
13	30	303.15	0.05	26.346	32.046	32.046	0.7	50	1.415441	1.647078	1.639987	2.598388	0.0454765625
13	30	303.15	0.05	29.346	44.046	44.046	0.7	50	6.913823	7.429207	559.721254	628.360134	1.09375e-06
13	30	303.15	0.05	27.946	38.046	38.046	0.7	50	2.519803	6.959176	29.61106	156.260166	0.0008178125
13	30	303.15	0.05	30.346	36.046	36.046	0.7	50	1.866715	7.530058	72.230216	623.685807	0.000645
13	30	303.15	0.05	29.346	40.046	40.046	0.7	50	5.189592	7.635662	400.099626	638.79512	4.734375e-05
13	30	303.15	0.05	30.346	38.046	38.046	0.7	50	3.393416	7.500377	227.374381	636.345256	0.00014375
13	30	303.15	0.05	25.946	35.046	35.046	0.7	50	1.546141	1.191855	3.359229	9.148799	0.023674375
13	30	303.15	0.05	27.346	40.046	40.046	0.7	50	4.337441	13.442678	132.213992	550.227751	0.00028234375
13	30	303.15	0.05	28.346	38.046	38.046	0.7	50	2.143179	8.619571	83.039545	622.46222	0.00055953125
13	30	303.15	0.05	28.346	30.046	30.046	0.7	50	1.404381	1.607621	1.477978	2.195873	0.047319375
13	30	303.15	0.05	29.346	38.046	38.046	0.7	50	2.468402	7.749748	126.988142	628.45869	0.00111890625
13	30	303.15	0.05	28.346	34.046	34.046	0.7	50	1.510691	3.013126	3.768504	26.079644	0.01762859375
13	30	303.15	0.05	28.346	36.046	36.046	0.7	50	1.469949	8.743473	17.474165	520.199776	0.00323765625
13	30	303.15	0.05	26.946	35.546	35.546	0.7	50	1.634894	2.816289	5.308658	20.144709	0.0110003125
#13	30	303.15	0.05	27.346	38.046	38.046	0.7	50	2.519803	6.959176	29.61106	156.260166	0.0126328125
13	30	303.15	0.05	26.346	42.046	42.046	0.7	50	5.561678	9.555434	104.583333	291.55386	7.703125e-05
13	30	303.15	0.05	29.346	36.046	36.046	0.7	50	1.581885	8.019446	35.185631	570	0.0014821875
13	30	303.15	0.05	26.346	44.046	44.046	0.7	50	9.701545	14.847589	232.474674	398.673743	2.78125e-05
13	30	303.15	0.05	27.346	42.046	42.046	0.7	50	8.944757	11.71277	472.470588	639.248618	2.953125e-05
13	30	303.15	0.05	27.346	34.046	34.046	0.7	50	1.501815	2.159839	2.867036	8.442997	0.0249375
13	30	303.15	0.05	28.346	40.046	40.046	0.7	50	4.310154	8.235264	286.345811	637.524066	9.734375e-05
13	30	303.15	0.05	26.346	34.046	34.046	0.7	50	1.479009	1.947752	2.446729	5.716739	0.0309728125
13	30	303.15	0.05	27.346	30.046	30.046	0.7	50	1.404131	1.577111	1.420474	1.995711	0.04838171875
13	30	303.15	0.05	27.346	32.046	32.046	0.7	50	1.417456	1.687605	1.725336	2.933441	0.04357796875
13	30	303.15	0.05	30.346	34.046	34.046	0.7	50	1.356801	7.277608	16.544621	557.251892	0.0033240625
13	30	303.15	0.05	25.946	35.546	35.546	0.7	50	1.589952	2.341942	4.125639	11.733174	0.01541765625
